Time,RMSError,TotalError,AverageError,ManTrackedCells,AutoTrackedCells
140,2.446265747630405,2244.0810405111542,5.984216108029744,375,1975
141,2.4366489089062173,2214.5971986671493,5.937257905273858,373,1989
142,2.446319246377947,2250.1636735548864,5.984477855199166,376,2003
143,2.4718789894488133,2303.5400234063895,6.110185738478487,377,2014
144,2.4661158252162,2298.892905558313,6.08172726338178,378,2026
145,2.4854637233040804,2341.283839627161,6.177529919860583,379,2015
146,2.457900639075175,2277.5608829404396,6.0412755515661525,377,2019
147,2.413638081496725,2196.2695932460992,5.825648788451192,377,2020
148,2.458024284434243,2301.9575688728874,6.041883382868471,381,2029
149,2.4477613981067505,2282.775163445437,5.9915358620615145,381,2014
150,2.4723952447002886,2322.840533486308,6.112738246016599,380,2015
151,2.4764636755758445,2342.7572325226097,6.132872336446622,382,1986
152,2.4402597306806872,2262.8496702090765,5.9548675531817805,380,1963
153,2.4514858605252843,2295.73707710376,6.009782924355393,382,1963
154,2.4642771360741476,2344.047456103832,6.072661803377803,386,1963
155,2.4680800410926205,2345.1963493573044,6.091419089239752,385,1962
156,2.479181008060004,2366.340311229286,6.146338470725418,385,1957
157,2.5199374671264643,2444.7826627176796,6.3500848382277395,385,1947
158,2.482178437396917,2372.0657711051076,6.161209795078202,385,1942
159,2.508863453150992,2410.7536015712235,6.29439582655672,383,1940
160,2.516924695442884,2432.6054102516177,6.3349099225302545,384,1921
161,2.4540634589307992,2336.7018546582467,6.022427460459399,388,1902
162,2.4357068719289243,2301.8751707931724,5.932667965961785,388,1908
163,2.4636044574855327,2354.906606101723,6.069346922942585,388,1918
164,2.4505853992708526,2318.0723564601212,6.005368799119485,386,1928
165,2.4894715220194343,2410.8152305299004,6.197468458945759,389,1931
166,2.5332070304488927,2483.4323514777743,6.417137859115696,387,1935
167,2.5224085838673442,2481.392574947388,6.362545063967661,390,1936
168,2.5437865075100063,2523.6314203580823,6.470849795789955,390,1938
169,2.5494013633577195,2560.7822407271387,6.4994473114902,394,1911
170,2.5216380353311183,2505.3114022040613,6.358658381228582,394,1895
171,2.494222143637872,2438.688487910893,6.221144101813502,392,1889
172,2.498747279040376,2453.7890200530915,6.243737964511683,393,1897
173,2.472845484041048,2415.4110912371707,6.114964787942204,395,1894
174,2.5079460209794155,2478.178538193714,6.289793244146482,394,1908
175,2.4850679919193173,2445.5229180869155,6.175562924461908,396,1911
176,2.4727967253517846,2403.0863924498303,6.11472364491051,393,1912
177,2.439652701769097,2327.1949743524588,5.951905305249255,391,1921
178,2.4810238085104683,2425.258780527941,6.155479138395789,394,1925
179,2.4880966951507197,2445.296939945874,6.1906251644199335,395,1928
180,2.5058802021240143,2492.9359281966454,6.279435587397091,397,1935
181,2.50142457656243,2484.078590155521,6.257124912230531,397,1939
182,2.491563720242274,2464.532239494926,6.207889772027522,397,1961
