Time,RMSError,TotalError,AverageError,ManTrackedCells,AutoTrackedCells
87,2.9560252505148923,2822.401545983167,8.738085281681633,323,309
88,3.045381799139476,2995.615147717187,9.27435030252999,323,306
89,2.9570884112409166,2885.6427177254586,8.744371871895328,330,317
90,2.899879673019047,2758.2510947004102,8.409302117989055,328,319
91,2.9247644022381074,2865.6726808807434,8.554246808599235,335,321
92,2.9810205154401515,2976.9719100141474,8.886483313475066,335,316
93,2.9919160958378557,3025.6279304923696,8.951561924533637,338,315
94,2.8894105305453697,2830.2069995549755,8.348693214026476,339,318
95,3.008018649081654,3085.4280818890493,9.048176193223018,341,317
96,3.0096588358403547,3079.735744771652,9.05804630815192,340,311
97,3.1201209039900863,3300.217360419895,9.735154455515914,339,322
98,3.104195227105576,3285.885550722898,9.636028007985038,341,318
99,3.0905042084159042,3256.964745422617,9.551216262236414,341,321
100,3.091069486380621,3229.4921725360746,9.554710569633357,338,324
101,3.0922076593413097,3279.6796355117476,9.56174820848906,343,330
102,2.957814855733795,2974.54736507184,8.748668720799529,340,339
